,end_to_end_latency,throughput,cpu_usage,number_of_streams,number_of_users,ping,bandwidth,instantiation_time,time_to_connect,time_to_deploy_new_instance,mem_usage
940,7231.519,2.34E+10,22113.45,4553.715,2654.765,2724512,15364986,7.549615,3976.956,11629.13,5.92E+18
941,9887.551,3.63E+10,15055.01,150.423,7201.6,3032.485,16071563,12.93123,1343.21,15897.18,4.42E+19
942,6822.313,1.92E+12,29171.88,5100.708,8345.643,3359087,34320399,8.201801,12694.65,10955.23,1.38E+20
943,9144.741,8.45E+11,34488.04,9599.724,6526.909,11941025,37557050,8.392227,223.8684,14704.89,9.52E+20
944,4289.957,3.04E+10,20147.81,8560.437,7670.951,9478914,40651687,9.961082,8019.755,6877.259,1.06E+20
945,4020.282,4.49E+11,33862.61,5866.498,13391.16,4444318,60730609,9.368284,6097.121,6445.27,1.31E+20
946,7330.308,4.84E+10,35068.8,916.2129,2420.09,115522.7,17951493,10.06171,3911.112,11767.37,9.10E+20
947,5328.499,1.04E+10,16931.31,9121.105,8213.638,10823282,4400770,10.06055,3674.075,8570.654,4.31E+22
948,9151.357,1.03E+11,4601.384,2967.436,6658.913,1137225,1770978,10.65663,11562.14,14687.61,6.29E+21
949,3617.954,1.29E+12,5226.815,12156.91,7318.938,19180657,554544.9,7.541961,7782.718,5788.647,1.37E+23
950,130.2967,4.16E+11,2412.376,8451.039,9137.672,9233203,13974606,6.485417,6808.232,190.075,8.50E+21
951,3282.787,9.47E+11,15010.34,4731.488,7260.269,2929751,14996008,8.292346,2897.12,5252.982,5.06E+20
952,10117.41,2.29E+11,13893.5,3309.306,10340.38,1439248,23263070,10.20366,9652.677,16242.77,5.86E+21
953,8491.757,6.04E+11,12597.96,12074.87,10355.05,18864397,25481408,11.25827,6847.738,13633.56,3.27E+22
954,1959.535,1.24E+12,8041.254,7480.127,6878.922,7274804,12327769,11.72451,5188.478,3144.877,4.60E+21
955,5756.458,1.26E+11,23096.27,9750.147,4649.506,12276124,18618912,13.49589,2304.527,9244.556,2.34E+17
956,10719.82,8.99E+11,14161.54,3254.607,12452.46,1388464,23192971,9.495843,7861.73,17227.71,3.84E+22
957,5851.129,4.40E+10,22560.18,3664.852,11939.11,1753127,24969482,11.29238,5109.466,9382.793,1.05E+22
958,4718.826,3.07E+11,6701.045,8109.168,13288.49,8519808,2564634,9.319635,11799.18,7585.72,3.26E+19
959,821.6829,8.63E+10,8264.622,11541.55,12437.79,17271692,15654064,10.86436,9981.895,1313.245,6.92E+21
960,7879.126,3.93E+10,1608.251,10242.44,12877.81,13554524,113991.9,11.35997,5465.022,12665.91,1.66E+21
961,10264.64,8.14E+11,41501.81,5046.009,4634.838,3295460,63628522,10.41221,5899.59,16501.96,1.04E+23
962,521.3772,1.31E+12,12374.6,11815.04,10853.74,18034805,3641568,8.514449,5623.046,812.1386,1.83E+23
963,4761.044,3.39E+11,26268.1,3869.974,5133.524,1948981,20702820,6.805562,7453.499,7620.279,9.39E+22
964,2531.576,2.32E+10,31316.22,5757.099,5309.53,4311281,21696187,9.113948,9771.195,4060.693,5.66E+22
965,9506.221,2.36E+11,32299.04,5141.732,7626.949,3430861,56310557,12.27782,9863.376,15257.84,2.34E+22
966,1064.435,2.57E+11,14831.65,13565.42,5940.22,23797556,16610733,9.75375,4108.643,1693.395,5.70E+21
967,7007.795,5.31E+11,42305.93,478.6187,7744.287,29903.49,74903037,13.13624,5688.89,11266.26,1.78E+23
968,10054.97,1.03E+11,15189.04,4676.788,10560.39,2864067,11468204,9.218678,1540.741,16173.65,2.14E+20
969,8402.551,1.52E+12,1742.272,1504.23,9489.685,292924.4,2663560,6.481607,7440.331,13512.6,1.32E+19
970,3308.429,5.29E+10,43601.47,1832.426,5881.551,445808.2,45119871,11.09198,1356.379,5287.541,1.30E+23
971,9295.227,1.19E+12,36051.62,5798.124,2889.44,4350915,16199437,10.33356,52.67491,14946.81,7.21E+19
972,9509.932,4.54E+09,18048.15,7370.728,12085.78,7036289,17678265,11.08008,1264.198,15275.12,2.42E+19
973,2866.177,1.69E+12,32075.67,10447.56,9225.675,14098867,30232994,11.66794,7255.969,4596.359,1.12E+23
974,10698.64,3.90E+11,3261.175,2051.223,4004.148,556249.3,19115623,11.76112,9942.389,17193.15,1.36E+21
975,16.21217,6.37E+11,7594.518,6769.036,4458.832,5930916,19406861,10.00977,2436.214,0,1.70E+17
976,5288.447,9.99E+10,16216.53,13155.18,11235.08,22380754,33865913,7.298306,408.2305,8484.256,1.73E+23
977,8934.312,1.26E+12,21175.3,6905.784,11792.44,6194943,33531622,13.48864,7835.393,14342.02,2.82E+20
978,4651.39,3.56E+11,41769.85,1517.905,5969.555,299063.2,35784271,10.97027,4767.079,7464.763,5.10E+19
979,3708.65,8.48E+11,4154.648,7247.655,13185.82,6828733,7987414,8.811685,5741.565,5944.163,3.53E+22
980,7214.89,5.44E+10,37883.24,2693.94,8448.313,953974.3,63712226,7.692908,12339.1,11594.57,4.40E+21
981,1846.897,4.60E+11,40072.25,10830.46,5954.887,15169760,22152491,10.94317,9823.87,2937.523,2.98E+19
982,8736.754,1.06E+12,23274.96,793.1396,13537.83,86135.54,11555518,10.28964,10337.45,14048.27,1.97E+19
983,7331.228,1.65E+11,31807.63,3405.03,12819.14,1506425,11944291,8.512989,1711.934,11784.65,1.04E+22
984,2133.206,1.16E+12,42529.3,3678.527,10809.73,1755253,26262369,11.01716,11298.77,3404.07,7.48E+20
985,6585.822,9.12E+11,33549.9,7890.371,13141.82,8062732,38503847,9.388361,12628.81,10592.36,1.63E+23
986,8596.465,9.09E+11,7773.212,10803.11,12393.79,15071792,1537170,10.27099,10798.36,13823.64,8.91E+20
987,10244.69,5.32E+10,14295.56,2994.786,14359.2,1182117,28882804,9.881402,7743.211,16450.13,2.74E+21
988,9252.075,4.69E+10,30110.03,6577.588,13948.52,5609885,49528542,7.393856,9112.759,14860.41,1.75E+23
989,676.3574,8.01E+10,41367.78,7261.329,6013.556,6870870,18327767,7.624143,3713.581,1054.052,4.19E+19
990,6209.753,4.43E+10,41055.07,3582.803,440.0163,1693153,28996608,7.965695,7809.055,9953.018,1.13E+19
991,8457.226,1.22E+11,23230.29,1777.727,4018.816,413934.8,30716413,7.610101,2844.445,13581.72,1.14E+21
992,2099.916,7.19E+11,11704.49,13373.97,12408.46,23189904,28631964,5.800176,10482.31,3352.232,1.60E+22
993,2118.386,4.43E+10,17512.06,4321.243,5426.868,2422329,8157749,11.35599,12378.6,3386.791,7.62E+22
994,5944.81,7.62E+10,24257.78,12485.11,13009.82,20189608,27078111,7.660478,12075.72,9538.309,4.78E+21
995,2749.811,6.98E+11,14876.32,5360.529,5558.873,3752686,14563085,7.417568,5807.409,4406.284,9.11E+22
996,10442.17,1.03E+11,42350.6,1805.076,7773.621,431031.1,23394910,7.703437,10113.58,16778.44,5.70E+22
997,4707.665,1.78E+12,16707.94,10515.94,2405.422,14314256,4491697,8.988166,8506.998,7551.161,4.09E+18
998,9834.34,1.53E+11,29350.58,847.8388,14315.2,99675.55,36256201,10.15626,26.33745,15793.5,2.97E+23
999,5472.293,1.01E+10,22292.14,12143.24,11660.43,19033688,24103887,9.960025,7150.619,8778.009,2.76E+21
